Date,Open,High,Low,Close,Adj Close,Volume
2014-02-21,9665.080078,9666.150391,9598.030273,9656.950195,9656.950195,78587700.0
2014-02-24,9619.639648,9708.94043,9602.950195,9708.94043,9708.94043,67953500.0
2014-02-25,9676.55957,9710.950195,9628.719727,9699.349609,9699.349609,90676100.0
2014-02-26,9708.5,9720.660156,9612.519531,9661.730469,9661.730469,87277200.0
2014-02-27,9660.549805,9672.820313,9497.780273,9588.330078,9588.330078,86422200.0
2014-02-28,9592.900391,9692.080078,9566.040039,9692.080078,9692.080078,83200800.0
2014-03-03,9553.080078,9554.169922,9358.730469,9358.889648,9358.889648,118040200.0
2014-03-04,9453.769531,9590.110352,9421.160156,9589.150391,9589.150391,95630200.0
2014-03-05,9562.389648,9599.0,9534.429688,9542.019531,9542.019531,73341700.0
2014-03-06,9577.349609,9587.44043,9505.320313,9542.870117,9542.870117,103682600.0
2014-03-07,9538.450195,9543.240234,9346.820313,9350.75,9350.75,103246700.0
2014-03-10,9305.509766,9382.980469,9216.070313,9265.5,9265.5,84875400.0
2014-03-11,9295.320313,9375.290039,9259.179688,9307.790039,9307.790039,72300800.0
2014-03-12,9257.129883,9267.099609,9142.540039,9188.69043,9188.69043,107430600.0
2014-03-13,9200.120117,9226.959961,9017.349609,9017.790039,9017.790039,113773100.0
2014-03-14,8939.179688,9094.240234,8913.269531,9056.410156,9056.410156,141175500.0
2014-03-17,9047.490234,9197.80957,9047.490234,9180.889648,9180.889648,86964500.0
2014-03-18,9172.049805,9315.070313,9105.69043,9242.549805,9242.549805,99301200.0
2014-03-19,9262.709961,9325.929688,9221.589844,9277.049805,9277.049805,89476800.0
2014-03-20,9215.700195,9296.900391,9156.629883,9296.120117,9296.120117,96945700.0
2014-03-21,9300.660156,9376.94043,9288.150391,9342.94043,9342.94043,198583500.0
2014-03-24,9349.519531,9358.950195,9181.370117,9188.769531,9188.769531,86790900.0
2014-03-25,9223.919922,9372.070313,9223.900391,9338.400391,9338.400391,82230600.0
2014-03-26,9367.530273,9488.740234,9360.299805,9448.580078,9448.580078,75841600.0
2014-03-27,9428.910156,9469.389648,9397.980469,9451.209961,9451.209961,66826100.0
2014-03-28,9487.120117,9587.19043,9484.900391,9587.19043,9587.19043,70498400.0
2014-03-31,9621.919922,9634.820313,9543.089844,9555.910156,9555.910156,68772900.0
2014-04-01,9601.959961,9631.05957,9574.629883,9603.709961,9603.709961,72835100.0
2014-04-02,9628.759766,9645.599609,9608.459961,9623.360352,9623.360352,73976000.0
2014-04-03,9620.870117,9689.519531,9591.889648,9628.820313,9628.820313,76385800.0
2014-04-04,9641.959961,9721.5,9627.740234,9695.769531,9695.769531,75314000.0
2014-04-07,9585.519531,9608.200195,9496.669922,9510.849609,9510.849609,78800000.0
2014-04-08,9525.070313,9525.94043,9391.860352,9490.790039,9490.790039,86190900.0
2014-04-09,9506.75,9542.30957,9480.959961,9506.349609,9506.349609,69917100.0
2014-04-10,9556.700195,9581.480469,9440.990234,9454.540039,9454.540039,77873700.0
2014-04-11,9351.200195,9390.44043,9259.429688,9315.290039,9315.290039,100489700.0
2014-04-14,9248.860352,9339.169922,9214.179688,9339.169922,9339.169922,90916500.0
2014-04-15,9324.839844,9344.849609,9166.530273,9173.709961,9173.709961,88156800.0
2014-04-16,9252.299805,9318.969727,9221.480469,9317.820313,9317.820313,78803200.0
2014-04-17,9311.030273,9417.820313,9277.360352,9409.709961,9409.709961,86295200.0
2014-04-22,9455.519531,9602.570313,9439.660156,9600.089844,9600.089844,70194100.0
2014-04-23,9602.120117,9607.839844,9539.620117,9544.19043,9544.19043,61216900.0
2014-04-24,9597.070313,9645.05957,9410.330078,9548.679688,9548.679688,87813900.0
2014-04-25,9474.790039,9501.910156,9367.419922,9401.549805,9401.549805,79230200.0
2014-04-28,9454.839844,9496.839844,9407.650391,9446.360352,9446.360352,67539100.0
2014-04-29,9521.650391,9596.419922,9480.570313,9584.120117,9584.120117,91467900.0
2014-04-30,9576.929688,9618.980469,9561.05957,9603.230469,9603.230469,90290900.0
2014-05-02,9611.790039,9627.379883,9533.299805,9556.019531,9556.019531,88062300.0
2014-05-05,9536.379883,9548.169922,9407.089844,9529.5,9529.5,61911600.0
2014-05-06,9570.25,9571.629883,9440.469727,9467.530273,9467.530273,82062900.0
2014-05-07,9418.5,9554.349609,9410.080078,9521.299805,9521.299805,92732600.0
2014-05-08,9547.269531,9622.299805,9487.570313,9607.400391,9607.400391,102022500.0
2014-05-09,9591.320313,9602.860352,9558.110352,9581.450195,9581.450195,80084100.0
2014-05-12,9608.929688,9710.339844,9587.139648,9702.459961,9702.459961,87508500.0
2014-05-13,9751.049805,9783.719727,9732.339844,9754.429688,9754.429688,96844100.0
2014-05-14,9765.620117,9772.089844,9733.209961,9754.389648,9754.389648,76079000.0
2014-05-15,9741.25,9810.290039,9631.570313,9656.049805,9656.049805,133897400.0
2014-05-16,9646.55957,9670.900391,9577.900391,9629.099609,9629.099609,113085400.0
2014-05-19,9607.320313,9676.519531,9534.55957,9659.389648,9659.389648,97857300.0
2014-05-20,9644.799805,9685.55957,9613.910156,9639.080078,9639.080078,67588400.0
2014-05-21,9615.860352,9709.910156,9583.55957,9697.870117,9697.870117,86239200.0
2014-05-22,9731.450195,9734.139648,9689.129883,9720.910156,9720.910156,63696000.0
2014-05-23,9722.629883,9779.589844,9704.75,9768.009766,9768.009766,65280800.0
2014-05-26,9826.910156,9893.80957,9821.679688,9892.820313,9892.820313,53846400.0
2014-05-27,9893.330078,9951.900391,9879.639648,9940.820313,9940.820313,79797700.0
2014-05-28,9950.740234,9957.870117,9898.259766,9939.169922,9939.169922,72748500.0
2014-05-29,9937.660156,9956.240234,9917.969727,9938.900391,9938.900391,65743400.0
2014-05-30,9926.730469,9970.769531,9924.629883,9943.269531,9943.269531,103680100.0
2014-06-02,9986.860352,9992.330078,9907.769531,9950.120117,9950.120117,57920300.0
2014-06-03,9949.959961,9954.780273,9887.009766,9919.740234,9919.740234,71968600.0
2014-06-04,9903.820313,9928.959961,9866.969727,9926.669922,9926.669922,66442200.0
2014-06-05,9929.410156,10013.69043,9896.089844,9947.830078,9947.830078,129942500.0
2014-06-06,9954.009766,10000.91992,9941.650391,9987.19043,9987.19043,92994900.0
2014-06-09,9994.400391,10009.59961,9985.870117,10008.62988,10008.62988,43200400.0
2014-06-10,9998.509766,10033.74023,9987.69043,10028.79981,10028.79981,64853100.0
2014-06-11,10022.99023,10024.83984,9921.259766,9949.80957,9949.80957,96286500.0
